affiliate,country,query,title,url,snippet
current,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"District of Columbia | Chinese Nationals with Ties to the PRC Government and “APT27” Charged in a Computer Hacking Campaign for Profit, Targeting Numerous U.S. Companies, Institutions, and Municipalities | United States Department of Justice",https://www.justice.gov/usao-dc/pr/chinese-nationals-ties-prc-government-and-apt27-charged-computer-hacking-campaign-profit,"C., today, unsealed two separate indictments that allege Chinese nationals Yin...participating in years-long, sophisticated computer hacking ..."
current,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | Justice Department Charges 12 Chinese Contract Hackers and Law Enforcement Officers in Global Computer Intrusion Campaigns | United States Department of Justice,https://www.justice.gov/opa/pr/justice-department-charges-12-chinese-contract-hackers-and-law-enforcement-officers-global,"...and deter the malicious cyber activities of 12 Chinese nationals, including two...of the People’s Republic of China’s ( PRC ) Ministry of Public ..."
current,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Eastern District of New York | Seven Hackers Associated with Chinese Government Charged with Computer Intrusions Targeting Perceived Critics of China and U.S. Businesses and Politicians | United States Department of Justice,https://www.justice.gov/usao-edny/pr/seven-hackers-associated-chinese-government-charged-computer-intrusions-targeting,Associated with Chinese Government Charged with Computer Intrusions Targeting Perceived...Perceived Critics of China and U.S. Businesses and ...
current,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Northern District of Indiana | China -Based Hacker Charged for Conspiring to Develop and Deploy Malware That Exploited Tens of Thousands of Firewalls Worldwide | United States Department of Justice,https://www.justice.gov/usao-ndin/pr/china-based-hacker-charged-conspiring-develop-and-deploy-malware-exploited-tens,"Press Release China -Based Hacker Charged for Conspiring to Develop and Deploy...in Hammond, Indiana, unsealed an indictment today charging Guan ..."
current,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Southern District of California | Four Chinese Nationals Working with the Ministry of State Security Charged with Global Computer Intrusion Campaign Targeting Intellectual Property and Confidential Business Information, Including Infectious Disease Research | United States Department of Justice",https://www.justice.gov/usao-sdca/pr/four-chinese-nationals-working-ministry-state-security-charged-global-computer,Four Chinese Nationals Working with the Ministry of State Security Charged with...with Global Computer Intrusion Campaign Targeting Intellectual ...
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),District of Maryland | Five Russian GRU Officers And One Civilian Charged For Conspiring To Hack Ukrainian Government | United States Department of Justice,https://www.justice.gov/usao-md/pr/five-russian-gru-officers-and-one-civilian-charged-conspiring-hack-ukrainian-government,"...– In an indictment unsealed today, a grand jury in Maryland charged six computer...of the Russian Federation ( Russia ), with conspiracy to commit compu ..."
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),District of Maryland | Russian National Charged For Conspiring With Russian Military Intelligence To Destroy Ukrainian Government Computer Systems And Data | United States Department of Justice,https://www.justice.gov/usao-md/pr/russian-national-charged-conspiring-russian-military-intelligence-destroy-ukrainian,"Maryland yesterday returned an indictment charging Amin Timovich Stigal [Амин Тимович...22, a Russian citizen, with conspiracy to hack into and ..."
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Northern District of California | Two Russian Nationals Working With Russia’s Federal Security Service Charged With Global Computer Intrusion Campaign | United States Department of Justice,https://www.justice.gov/usao-ndca/pr/two-russian-nationals-working-russias-federal-security-service-charged-global-computer,"Francisco returned an indictment on Tuesday charging two individuals with a...a campaign to hack into computer networks in the United States, the ..."
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Southern District of New York | Two Russian Nationals Charged For Conspiring To Hack The Taxi Dispatch System At JFK Airport | United States Department of Justice,https://www.justice.gov/usao-sdny/pr/two-russian-nationals-charged-conspiring-hack-taxi-dispatch-system-jfk-airport,"Authority”), announced the unsealing of an Indictment charging ALEKSANDR DEREBENETC...a/k/a “Kirill Russia ,” with two counts of conspiracy to commit c ..."
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Northern District of Ohio | Multiple Foreign Nationals Charged in Connection with Trickbot Malware and Conti Ransomware Conspiracies | United States Department of Justice,https://www.justice.gov/usao-ndoh/pr/multiple-foreign-nationals-charged-connection-trickbot-malware-and-conti-ransomware,Three indictments in three different federal jurisdictions have been unsealed...unsealed charging multiple Russian cybercrime actors involved in the ...
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),District of New Jersey | Dual Russian And Israeli National Extradited To The United States For His Role In The LockBit Ransomware Conspiracy | United States Department of Justice,https://www.justice.gov/usao-nj/pr/dual-russian-and-israeli-national-extradited-united-states-his-role-lockbit-ransomware,A dual Russian and Israeli national was extradited to the United States on charges... charges that he was a developer of the LockBit ransomware ...
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian Nationals Charged With Hacking One Cryptocurrency Exchange and Illicitly Operating Another | United States Department of Justice,https://www.justice.gov/opa/pr/russian-nationals-charged-hacking-one-cryptocurrency-exchange-and-illicitly-operating-another,The Justice Department unsealed charges related to the 2011 hack of the cryptocurrency...en Español Press Release Russian Nationals Charged With ...
current,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Northern District of California | Russian Nationals Charged With Hacking One Cryptocurrency Exchange And Illicitly Operating Another | United States Department of Justice,https://www.justice.gov/usao-ndca/pr/russian-nationals-charged-hacking-one-cryptocurrency-exchange-and-illicitly-operating,The Department of Justice today unsealed charges related to the 2011 hack of the...Press Release Russian Nationals Charged With Hacking One ...
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Southern District of New York | Justice Department Announces Charges Against Four Iranian Nationals For Multi-Year Cyber Campaign Targeting U.S. Companies | United States Department of Justice,https://www.justice.gov/usao-sdny/pr/justice-department-announces-charges-against-four-iranian-nationals-multi-year-cyber,"Announces Charges Against Four Iranian Nationals For Multi-Year Cyber Campaign...James Smith, the Assistant Director in Charge of the New York Field ..."
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Southern District of New York | U.S. Attorney Announces Charges Against Iranian National For Multi-Year Cyber Campaign Targeting U.S. Defense Contractors And Private Sector Companies | United States Department of Justice,https://www.justice.gov/usao-sdny/pr/us-attorney-announces-charges-against-iranian-national-multi-year-cyber-campaign,"Vorndran, the Assistant Director of the Cyber Division of the Federal Bureau of Investigation...James Smith, the Assistant Director in Charge of the ..."
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),District of New Jersey | Three Iranian Nationals Charged With Engaging In Computer Intrusions And Ransomware-Style Extortion Against U.S. Critical Infrastructure Providers | United States Department of Justice,https://www.justice.gov/usao-nj/pr/three-iranian-nationals-charged-engaging-computer-intrusions-and-ransomware-style,Three Iranian Nationals Charged With Engaging In Computer Intrusions And Ransomware-Style... N.J. – An indictment was unsealed today charging three Ir ...
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Eastern District of Virginia | Iranian Hackers Indicted for Stealing Data from Aerospace and Satellite Tracking Companies | United States Department of Justice,https://www.justice.gov/usao-edva/pr/iranian-hackers-indicted-stealing-data-aerospace-and-satellite-tracking-companies,"An indictment was unsealed today charging three computer hackers, all of whom...nationals of the Islamic Republic of Iran ( Iran ), with engaging in a ..."
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),District of Columbia | Former U.S. Counterintelligence Agent Charged With Espionage on Behalf of Iran ; Four Iranians Charged With a Cyber Campaign Targeting Her Former Colleagues | United States Department of Justice,https://www.justice.gov/usao-dc/pr/former-us-counterintelligence-agent-charged-espionage-behalf-iran-four-iranians-charged,"...counterintelligence agent, has been indicted by a federal grand jury in the District...representatives of the Iranian government. Witt, who defected ..."
current,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Southern District of New York | Acting Manhattan U.S. Attorney Announces Charges Against Iranian National For Conducting Cyber Attack And $6 Million Extortion Scheme Against HBO | United States Department of Justice,https://www.justice.gov/usao-sdny/pr/acting-manhattan-us-attorney-announces-charges-against-iranian-national-conducting,"Attorney Announces Charges Against Iranian National For Conducting Cyber Attack And...Sweeney Jr., the Assistant Director-in- Charge of the New York ..."
current,Nigeria,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Nigeria OR Nigerian),Northern District of Georgia | International cybercrime malware service dismantled by federal authorities: key malware sales and support actors in Malta and Nigeria charged in federal indictments | United States Department of Justice,https://www.justice.gov/usao-ndga/pr/international-cybercrime-malware-service-dismantled-federal-authorities-key-malware,...internet domains that were used to sell computer malware used by cybercriminals to...victims’ computers . Federal authorities in Atlanta and Boston ...
current,Kazakhstan,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Kazakhstan OR Kazakhstani),"Western District of Washington | Citizen of Kazakhstan , known as “fxmsp,” charged with computer fraud, wire fraud, and conspiracy for hacking hundreds of corporate networks in more than 40 countries worldwide | United States Department of Justice",https://www.justice.gov/usao-wdwa/pr/citizen-kazakhstan-known-fxmsp-charged-computer-fraud-wire-fraud-and-conspiracy-hacking,"Seattle – An indictment was unsealed today in the Western District of Washington...Washington charging a citizen of Kazakhstan , ANDREY TURCHIN, a/k/a ..."
current,Vietnam,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Vietnam OR Vietnamese),District of New Jersey | Four Members of Notorious Cybercrime Group ‘FIN9’ Charged for Roles in Attacking U.S. Companies | United States Department of Justice,https://www.justice.gov/usao-nj/pr/four-members-notorious-cybercrime-group-fin9-charged-roles-attacking-us-companies,N.J. – An indictment was unsealed today charging four Vietnamese nationals for...their involvement in a series of computer intrusions that caused ...
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | Seven Hackers Associated with Chinese Government Charged with Computer Intrusions Targeting Perceived Critics of China and U.S. Businesses and Politicians | United States Department of Justice,https://www.justice.gov/archives/opa/pr/seven-hackers-associated-chinese-government-charged-computer-intrusions-targeting-perceived,An indictment was unsealed today charging seven nationals of the People’s Republic...Republic of China ( PRC ) with conspiracy to commit computer intrus ...
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Office of Public Affairs | Member of Sophisticated China -Based Hacking Group Indicted for Series of Computer Intrusions , Including 2015 Data Breach of Health Insurer Anthem Inc. Affecting Over 78 Million People | United States Department of Justice",https://www.justice.gov/archives/opa/pr/member-sophisticated-china-based-hacking-group-indicted-series-computer-intrusions-including,"...returned an indictment unsealed today in Indianapolis, Indiana, charging a Chinese...sophisticated hacking group operating in China and targeting ..."
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Office of Public Affairs | Seven International Cyber Defendants, Including “Apt41” Actors, Charged In Connection With Computer Intrusion Campaigns Against More Than 100 Victims Globally | United States Department of Justice",https://www.justice.gov/archives/opa/pr/seven-international-cyber-defendants-including-apt41-actors-charged-connection-computer,"...returned two separate indictments charging five computer hackers, all of whom...People’s Republic of China ( PRC ), with computer intrusions affecting ..."
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | China -Based Hacker Charged for Conspiring to Develop and Deploy Malware That Exploited Tens of Thousands of Firewalls Worldwide | United States Department of Justice,https://www.justice.gov/archives/opa/pr/china-based-hacker-charged-conspiring-develop-and-deploy-malware-exploited-tens-thousands,"...in Hammond, Indiana, unsealed an indictment today charging Guan Tianfeng, a citizen...citizen of the People’s Republic of China ( PRC ) for his ..."
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Office of Public Affairs | Four Chinese Nationals Working with the Ministry of State Security Charged with Global Computer Intrusion Campaign Targeting Intellectual Property and Confidential Business Information, Including Infectious Disease Research | United States Department of Justice",https://www.justice.gov/archives/opa/pr/four-chinese-nationals-working-ministry-state-security-charged-global-computer-intrusion,"California, returned an indictment in May charging four nationals and residents...People’s Republic of China with a campaign to hack into the computer ..."
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | Two Chinese Hackers Associated With the Ministry of State Security Charged with Global Computer Intrusion Campaigns Targeting Intellectual Property and Confidential Business Information | United States Department of Justice,https://www.justice.gov/archives/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion,...“The indictment alleges that the defendants were part of a group that hacked...hacked computers in at least a dozen countries and gave China’s ...
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Office of Public Affairs | Chinese Military Personnel Charged with Computer Fraud, Economic Espionage and Wire Fraud for Hacking into Credit Reporting Agency Equifax | United States Department of Justice",https://www.justice.gov/archives/opa/pr/chinese-military-personnel-charged-computer-fraud-economic-espionage-and-wire-fraud-hacking,...returned an indictment last week charging four members of the Chinese People’s...Army (PLA) with hacking into the computer systems of the credit ...
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | Remarks by Deputy Attorney General Jeffrey A. Rosen at an Announcement of Charges and Arrests in Computer Intrusion Campaigns Related to China | United States Department of Justice,https://www.justice.gov/archives/opa/speech/remarks-deputy-attorney-general-jeffrey-rosen-announcement-charges-and-arrests-computer,...of Charges and Arrests in Computer Intrusion Campaigns Related to China Wednesday...Sherwin and Acting Assistant Director in Charge of the FBI’s ...
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),Office of Public Affairs | Chinese Hackers Working with the Ministry of State Security Charged with Global Computer Intrusion Campaign | United States Department of Justice,https://www.justice.gov/archives/opa/video/chinese-hackers-working-ministry-state-security-charged-global-computer-intrusion-campaign,"Video Chinese Hackers Working with the Ministry of State Security Charged with...with Global Computer Intrusion Campaign Tuesday, July 21, 2020 Remote ..."
archive,China,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(China OR Chinese OR PRC),"Office of Public Affairs | Assistant Attorney General John C. Demers Remarks for Press Conference on United States V Li, Et Al. (EDWA) | United States Department of Justice",https://www.justice.gov/archives/opa/speech/assistant-attorney-general-john-c-demers-remarks-press-conference-united-states-v-li-et,Department unsealed charges in a significant national security cyber matter. The...(NSD) have charged two Chinese hackers working with the Chinese ...
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Five Russian GRU Officers and One Civilian Charged for Conspiring to Hack Ukrainian Government | United States Department of Justice,https://www.justice.gov/archives/opa/pr/five-russian-gru-officers-and-one-civilian-charged-conspiring-hack-ukrainian-government,"In an indictment unsealed today, a grand jury in Maryland charged six computer...of the Russian Federation ( Russia ), with conspiracy to commit compute ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Two Russian Nationals Working with Russia’s Federal Security Service Charged with Global Computer Intrusion Campaign | United States Department of Justice,https://www.justice.gov/archives/opa/pr/two-russian-nationals-working-russias-federal-security-service-charged-global-computer,"Francisco returned an indictment on Tuesday charging two individuals with a...a campaign to hack into computer networks in the United States, the ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian National Charged for Conspiring with Russian Military Intelligence to Destroy Ukrainian Government Computer Systems and Data | United States Department of Justice,https://www.justice.gov/archives/opa/pr/russian-national-charged-conspiring-russia-military-intelligence-destroy-ukrainian,"...in Maryland returned an indictment yesterday charging Amin Timovich Stigal (Амин...22, a Russian citizen, with conspiracy to hack into and destroy com ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Multiple Foreign Nationals Charged in Connection with Trickbot Malware and Conti Ransomware Conspiracies | United States Department of Justice,https://www.justice.gov/archives/opa/pr/multiple-foreign-nationals-charged-connection-trickbot-malware-and-conti-ransomware,Three indictments in three different federal jurisdictions have been unsealed...unsealed charging multiple Russian cybercrime actors involved in the ...
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian National Charged with Decade-Long Series of Hacking and Bank Fraud Offenses Resulting in Tens of Millions in Losses and Second Russian National Charged with Involvement in Deployment of “Bugat” Malware | United States Department of Justice,https://www.justice.gov/archives/opa/pr/russian-national-charged-decade-long-series-hacking-and-bank-fraud-offenses-resulting-tens,"...(NCA), today announced the unsealing of criminal charges in Pittsburgh, Pennsylvania...of Moscow, Russia , related to two separate international comput ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Assistant Attorney General for National Security John C. Demers Delivers Remarks on the Unsealing of an Indictment Against Russian GRU Officers for Various Malicious Cyber Activities | United States Department of Justice,https://www.justice.gov/archives/opa/speech/assistant-attorney-general-national-security-john-c-demers-delivers-remarks-unsealing,"Delivers Remarks on the Unsealing of an Indictment Against Russian GRU Officers for...for Various Malicious Cyber Activities Thursday, October 4, 2018 ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian Nationals Charged With Hacking One Cryptocurrency Exchange and Illicitly Operating Another | United States Department of Justice,https://www.justice.gov/archives/opa/pr/russian-nationals-charged-hacking-one-cryptocurrency-exchange-and-illicitly-operating-another,The Justice Department unsealed charges related to the 2011 hack of the cryptocurrency...archive site. Press Release Russian Nationals Charged With ...
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian National Extradited for Running Online Criminal Marketplace | United States Department of Justice,https://www.justice.gov/archives/opa/pr/russian-national-extradited-running-online-criminal-marketplace,"A Russian national made his initial appearance in federal court today on charges...facilitation of payment card fraud, computer hacking, and other ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Five Russian GRU Officers and One Civilian Charged for Conspiring to Hack Ukrainian Government | United States Department of Justice,https://www.justice.gov/archives/opa/video/five-russian-gru-officers-and-one-civilian-charged-conspiring-hack-ukrainian-government,"...site. Video Five Russian GRU Officers and One Civilian Charged for Conspiring...September 5, 2024 Remote video URL Six computer hackers, all of whom ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Six Russian GRU Officers Charged in Connection with Worldwide Deployment of Destructive Malware and Other Disruptive Actions in Cyberspace | United States Department of Justice,https://www.justice.gov/archives/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and,...site. Press Release Six Russian GRU Officers Charged in Connection with Worldwide...Pittsburgh returned an indictment charging six computer hackers ...
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Russian National Pleads Guilty to Running Online Criminal Marketplace | United States Department of Justice,https://www.justice.gov/archives/opa/pr/russian-national-pleads-guilty-running-online-criminal-marketplace,"A Russian national pleaded guilty today to charges related to his operation...facilitation of payment card fraud, computer hacking and other ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Office of Public Affairs | Assistant Attorney General Brian A. Benczkowski Delivers Remarks at the Yakubets Press Conference | United States Department of Justice,https://www.justice.gov/archives/opa/speech/assistant-attorney-general-brian-benczkowski-delivers-remarks-yakubets-press-conference,...to identify and announce charges against a Russian national whom the Department...responsible for two of the worst computer hacking and bank fraud ...
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Six Russian GRU Officers Charged in Connection with Worldwide Deployment of Destructive Malware and Other Disruptive Actions in Cyberspace: Unsealed Indictment,https://www.justice.gov/archives/opa/press-release/file/1328521/dl?inline=...,"Six Russian GRU Officers Charged in Connection with Worldwide Deployment of...Disruptive Actions in Cyberspace: Unsealed Indictment ,. UNITED STATES ..."
archive,Russia,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Russia OR Russian),Six Russian GRU Officers Charged in Connection with Worldwide Deployment of Destructive Malware and Other Disruptive Actions in Cyberspace: Unsealed Indictment,https://www.justice.gov/archives/opa/press-release/file/1328521/dl,"Six Russian GRU Officers Charged in Connection with Worldwide Deployment of...Disruptive Actions in Cyberspace: Unsealed Indictment ,. UNITED STATES ..."
archive,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Office of Public Affairs | Former U.S. Counterintelligence Agent Charged With Espionage on Behalf of Iran ; Four Iranians Charged With a Cyber Campaign Targeting Her Former Colleagues | United States Department of Justice,https://www.justice.gov/archives/opa/pr/former-us-counterintelligence-agent-charged-espionage-behalf-iran-four-iranians-charged-cyber,...“Monica Witt is charged with revealing to the Iranian regime a highly classified... “Four Iranian cyber hackers are also charged with various computer ...
archive,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Office of Public Affairs | State-Sponsored Iranian Hackers Indicted for Computer Intrusions at U.S. Satellite Companies | United States Department of Justice,https://www.justice.gov/archives/opa/pr/state-sponsored-iranian-hackers-indicted-computer-intrusions-us-satellite-companies,"An indictment was unsealed today charging three computer hackers, all of whom...nationals of the Islamic Republic of Iran ( Iran ), with engaging in a ..."
archive,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Office of Public Affairs | Justice Department Charges Four Iranian Nationals for Multi-Year Cyber Campaign Targeting U.S. Companies | United States Department of Justice,https://www.justice.gov/archives/opa/pr/justice-department-charges-four-iranian-nationals-multi-year-cyber-campaign-targeting-us,An indictment was unsealed today in Manhattan federal court charging Iranian...شفیعی نسب) for their involvement in a cyber -enabled campaign to ...
archive,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Office of Public Affairs | Three Iranian Nationals Charged with Engaging in Computer Intrusions and Ransomware-Style Extortion Against U.S. Critical Infrastructure Providers | United States Department of Justice,https://www.justice.gov/archives/opa/pr/three-iranian-nationals-charged-engaging-computer-intrusions-and-ransomware-style-extortion,An indictment was unsealed today charging three Iranian nationals with allegedly...orchestrating a scheme to hack into the computer networks of ...
archive,Iran,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Iran OR Iranian OR IRGC),Office of Public Affairs | Two Iranian Nationals Charged for Cyber -Enabled Disinformation and Threat Campaign Designed to Influence the 2020 U.S. Presidential Election | United States Department of Justice,https://www.justice.gov/archives/opa/pr/two-iranian-nationals-charged-cyber-enabled-disinformation-and-threat-campaign-designed,An indictment was unsealed in New York today charging two Iranian nationals...nationals for their involvement in a cyber -enabled campaign to ...
archive,Nigeria,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Nigeria OR Nigerian),Office of Public Affairs | International Cybercrime Malware Service Dismantled by Federal Authorities: Key Malware Sales and Support Actors in Malta and Nigeria Charged in Federal Indictments | United States Department of Justice,https://www.justice.gov/archives/opa/pr/international-cybercrime-malware-service-dismantled-federal-authorities-key-malware-sales,...internet domains that were used to sell computer malware used by cybercriminals to...victims’ computers . Federal authorities in Atlanta and Boston ...
archive,Ukraine,+indictment +cyber +indicted +intrusion +computer +charge +unsealed +(Ukraine OR Ukrainian),Office of Public Affairs | Two Ukrainian Nationals Indicted in Computer Hacking and Securities Fraud Scheme Targeting U.S. Securities and Exchange Commission | United States Department of Justice,https://www.justice.gov/archives/opa/pr/two-ukrainian-nationals-indicted-computer-hacking-and-securities-fraud-scheme-targeting-us,"Two Ukrainian men have been charged for their roles in a large-scale, international...Securities and Exchange Commission’s (SEC) computer systems and ..."
